id,name,district_id,province_id
1,Hưng Bình,667,7
2,Phước Ninh,238,50
3,Phường 1,155,20
4,Xuân La,557,11
5,Hải Châu,238,50
6,Lộc Thọ,414,43
7,Thị trấn Cát Bà,89,3
8,Thị trấn Dương Đông,446,2
9,Phường 2,686,15
10,Phường 4,155,20
11,Bến Thành,479,33
12,Phường 8,155,20
14,Long Hòa,99,33
15,Nguyễn Thái Bình,479,33
16,Hàm Tiến,244,23
17,Trung Minh,316,48
18,Hàng Trống,259,11
19,Khuê Mỹ,412,50
20,Phường 2,186,44
21,Cô Giang,479,33
22,Tân Thuận Đông,485,33
23,Cẩm Phô,269,28
24,An Khánh,424,38
25,Cẩm Châu,269,28
26,Phường 2,155,20
27,Tân Lập,414,43
28,Vĩnh Nguyên,414,43
29,Phạm Ngũ Lão,479,33
30,Ninh Vân,423,43
31,Tỉnh Lộ 86,19,11
32,Tân An,424,38
33,Phường 1,686,15
34,Hàng Bạc,259,11
35,Cửa Cạn,446,2
36,Trúc Bạch,259,11
37,Bến Nghé,479,33
38,Thị trấn Lăng Cô,441,1
39,Xuân Phú,275,1
40,Phú Hội,275,1
41,Gia Sinh,214,60
42,Dương Tơ,446,2
43,Phường 6,483,33
44,Tỉnh 719,245,23
45,An Hải Bắc,524,50
46,Đại Kim,260,11
47,Mỹ An,412,50
48,Phường 6,638,58
49,Phạm Đình Hồ,259,11
50,Tiến Thành,244,23
51,Thị trấn Tam Đảo,527,39
52,Cửa Nam,259,11
53,Tuần Châu,235,10
54,Phú Nhuận,275,1
55,Phường 3,155,20
56,Thị trấn Sa Pa,503,21
57,Phường 11,443,33
58,Ninh Hải,250,60
59,Mũi Né,244,23
60,Xương Huân,414,43
61,Văn Miếu,259,11
62,Phước Mỹ,524,50
63,Phú Hài,244,23
64,Quán Thánh,259,11
65,Mễ Trì,394,11
66,Vạn Hương,183,3
67,Hàng Buồm,259,11
68,Bãi Cháy,235,10
69,Hà Huy Tập,667,7
70,Bình Kiến,638,58
71,Nghi Hương,142,7
72,Ghềnh Ráng,494,5
73,Phường 7,638,58
74,Nhân Chính,582,11
75,Hàng Bồ,259,11
76,Cỏ Ống,134,15
77,Tôn Đức Thắng,134,15
78,Ninh Khánh,420,60
79,Thắng Tam,686,15
80,Bạch Đằng,235,10
81,Hòa Phú,255,50
82,Cẩm An,269,28
83,Phường 2,61,33
85,Vĩnh Ninh,275,1
86,Đằng Hải,237,3
87,Tân Lập,72,40
88,Thị trấn Thiên Cầm,97,45
89,Hàng Gai,259,11
90,Hòa Hải,412,50
91,Tân Sơn,574,16
92,Mỹ Hải,432,17
93,Lê Lợi,494,5
94,Phước Thuận,690,15
95,Võ Thị Sáu,173,15
96,Shàng Bông,227,11
97,Quảng An,557,11
98,Lê Hồng Phong,523,13
99,Yên Phụ,557,11
100,Diên Hòa,146,43
101,San Sả Hồ,503,21
102,Cửa Dương,446,2
103,Phường 7,155,20
104,Chiềng Châu,355,48
105,Tự An,72,40
106,Lý Thái Tổ,259,11
107,Cầu Hùng Vương,638,58
108,Phương Liệt,582,11
109,Cái Khế,424,38
110,Bảo Ninh,192,12
111,Nam Cát Tiên,544,32
112,Trường Thi,667,7
113,Thắng Lợi,306,56
114,An Hải Đông,524,50
115,Phường 8,686,15
116,Hà Khẩu,684,61
117,Vỹ Dạ,275,1
118,Phường 9,155,20
119,Tân Định,42,22
120,Văn Hải,432,17
121,Đức Nghĩa,244,23
122,An Hải Tây,524,50
123,Hải Thành,192,12
124,Phước Đồng,414,43
125,Đống Đa,680,39
126,Cam Thịnh Đông,81,43
127,Phú Sơn,544,32
128,Phú Hội,642,53
129,Tràng Tiền,259,11
130,Bình An,480,33
131,Phường 10,483,33
132,Phường 8,443,33
133,Quyết Thắng,306,56
134,An Phú,424,38
135,Phường 6,481,33
136,Thuận An,451,1
137,Phường 10,155,20
138,Đông Hồ,293,2
139,Sơn Phong,269,28
140,Long Hải,338,15
141,Phường 13,61,33
142,Tân Tiến,243,23
143,Kỳ Nam,315,45
144,Phú Hội,567,55
145,Tân Thành,420,60
146,Hồng Gai,235,10
147,Nghĩa Hà,643,13
148,Trung Sơn,505,16
149,Nguyễn Văn Cừ,494,5
150,Sơn Trạch,66,12
151,Đồng Phú,192,12
152,Nguyễn An Ninh,686,15
153,Việt Hải,89,3
154,Văn Hải,422,17
155,Tân An,269,28
156,Minh An,269,28
157,Lộc Vĩnh,441,1
158,Cửa Đông,259,11
159,Chánh Nghĩa,596,22
160,Quan Lạn,660,10
161,Cư Yên,351,48
162,Lưu Kiếm,604,3
163,Hoằng Tiến,265,16
164,Cửa Đại,269,28
165,Thanh Hà,269,28
166,Tân Mai,50,32
167,Nguyễn Tất Thành,72,40
168,Bùi Thị Xuân,259,11
169,Láng Thượng,259,11
170,Hưng Long,244,23
171,Nguyễn Trung Trực,259,11
172,Phường 9,638,58
173,Phú Thủy,244,23
174,Xuân Phú,20,15
175,Phường Tân Thịnh,253,48
176,Hưng Lợi,424,38
177,Phường 10,443,33
178,P Châu Phú A,104,6
179,Vạn Sơn,183,3
180,68 – Khu Biệt Thự Ven Biển Phía Đông Đảo Tuần Châu,486,33
181,Trân Châu,89,3
182,Bình Yên,564,11
184,Hải Đinh,192,12
185,Anh Dũng,151,3
186,Phường 4,73,41
187,Bình Hàn,239,34
188,Ninh Thắng,250,60
189,Thị trấn Mai Châu,355,48
190,Thắng Lợi,72,40
191,An Lạc,424,38
192,Bắc Sơn,505,16
193,Hồ Thanh Tòng,134,15
194,Cẩm Nam,269,28
195,Vĩnh Hòa,414,43
196,Phường 17,63,33
197,Phường 13,481,33
198,Blao,29,20
199,Bình An,293,2
200,Phường 1,382,42
201,Phường 1,481,33
202,Khai Quang,680,39
203,Tân Phong,485,33
204,Vĩnh Hải,414,43
205,Hoằng Hải,265,16
206,Phường 1,443,33
207,Tam Hải,429,28
208,Châu Phú B,104,6
209,Phường Lộc Sơn,29,20
210,Thượng Đình,582,11
211,Ngọc Khánh,259,11
212,Nguyễn Đức Thuận,134,15
214,Phường 5,155,20
215,Vĩnh Tuy,236,11
216,Quang Trung,667,7
217,Vĩnh Hải,422,17
218,An Cư,424,38
219,Thảo Điền,480,33
220,Phường 6,155,20
221,Ngọc Hòa,131,11
222,Nguyễn Duy Trinh,492,28
223,Tân Phú,485,33
224,Phúc Thành,420,60
225,Phường 6,382,42
226,Phước Tiến,414,43
227,Điện Ngọc,174,28
228,Tân Thạnh,530,28
229,Nguyễn Trãi,239,34
230,Điện Dương,174,28
231,Vĩnh Trường,414,43
232,Phường 15,443,33
233,Bưng Riềng,690,15
234,Phong Sơn,434,1
235,Nam Hà,231,45
236,Phú Trinh,244,23
237,Bình Châu,690,15
238,Hoàng Văn Thụ,270,3
239,Him Lam,177,57
240,Thu Thủy,142,7
241,Vạn Thạnh,651,43
242,Vĩnh Bảo,501,2
243,Núi Sam,104,6
244,Phường 28,63,33
245,Ninh Thủy,423,43
246,Nguyễn Du,259,11
247,Đạo Long,425,17
248,Thủy Xuân,275,1
249,Liễu Giai,259,11
250,Mộ Lao,227,11
251,Phước Hội,243,23
252,Phan Chu Trinh,259,11
253,Giảng Võ,259,11
254,Thọ Quang,524,50
255,Tân Hoà,253,48
256,Quang Tiến,508,11
257,An Phú Đông,440,58
258,Bình San,230,2
259,Quán Bàu,667,7
260,Ninh Phước,423,43
261,Cốc Lếu,327,21
262,Phổ Thạnh,204,13
263,Lạc Đạo,244,23
264,Trần Phú,231,45
265,Lạch Tray,411,3
266,Đồng Xuân,259,11
267,Thanh Bình,420,60
268,Cam Hải Đông,79,43
269,Hùng Thắng,235,10
270,Đông Xá,660,10
271,Phường 5,686,15
272,Phường 3,686,15
273,Phường 4,638,58
274,Trần Hưng Đạo,259,11
275,Phường 12,488,33
276,Phường 10,226,33
277,Nguyễn Cư Trinh,479,33
278,Vĩnh Quang,501,2
279,Mỹ Đình 2,394,11
280,Điện Biên,574,16
281,Cát Linh,198,11
282,Phường 14,488,33
283,Liên Sơn,328,40
284,Thị trấn Khánh Hải,422,17
285,Lê Hồng Phong,494,5
286,Trường Sơn,478,16
287,Phường 4,61,33
288,Phường 7,61,33
289,Láng Hạ,259,11
290,Thị xã Kiên Lương,293,2
291,Cống Vị,259,11
292,Phường 5,186,44
293,Lê Đại Hành,259,11
294,Mỹ Long,344,6
295,Phường 3,49,14
296,Cúc Phương,416,60
297,Phường 5,483,33
298,Xuân Cảnh,510,58
299,Thanh Khê,238,50
300,Châu Thành,108,14
301,Phan Chu Trinh,72,40
302,Vĩnh Phú,599,22
303,Phố Huế,259,11
304,Chánh Lộ,523,13
305,Cầu Ông Lãnh,479,33
306,Lý Thái Tổ,243,23
307,Trần Phú,494,5
308,Vạn Thạnh,414,43
309,Bình Trị,60,13
310,Quốc Tử Giám,259,11
311,Phường Đúc,275,1
312,Tân An,72,40
313,Trung Hoà,101,11
314,Lạc Viên,411,3
315,Tỉnh Lộ 44a,173,15
316,Tây Sơn,466,4
317,Phúc La,227,11
318,Hàng Bài,259,11
319,Phú Cường,508,11
320,Phường 3,488,33
321,Phường 7,481,33
322,Hải Cảng,494,5
323,Gia Vân,214,60
324,Hòa Hiệp Nam,336,50
325,Thạch Linh,231,45
326,Phường 15,489,33
327,Tân Lợi,72,40
328,Phước Long,414,43
329,Phường 6,73,41
330,Quốc Lộ 20,156,20
331,Hoàng Văn Thụ,35,24
332,Phường 2,481,33
333,Phố Mới,327,21
334,Ninh Hải,423,43
335,Bắc Sơn,299,48
336,Phước Diêm,425,17
337,Phường 12,61,33
338,Thị Nại,494,5
339,Nam Bình,420,60
340,Tiên Lãng,609,3
341,Hoàng Phi Yến,134,15
342,Thổ Quan,259,11
343,Mỹ Bình,344,6
344,Phường 22,63,33
345,Bắc Lý,192,12
346,Đồng Phong,416,60
347,Phú Thọ,596,22
348,Máy Tơ,411,3
349,Mậu Thân,424,38
350,Đồng Tiến,133,10
351,Quang Phú,192,12
352,Trung Đô,667,7
353,Mỹ Xuân,549,15
354,Cam Nghĩa,81,43
355,Thị trấn Diễn Châu,147,7
356,Nghi Phú,667,7
357,Hàng Bông,259,11
358,Tỉnh Lộ 942,125,6
359,Kim Tân,327,21
360,Tăng Nhơn Phú B,487,33
361,Xuân Quan,654,8
362,Hàng Mã,259,11
363,Phường 9,481,33
364,Lộc Trì,441,1
365,Đội Cấn,259,11
366,Tứ Liên,557,11
367,Hạ Lý,270,3
368,Diễn Trung,147,7
369,Lê Mao,667,7
370,Trúc Bạch,15,11
371,Đồng Tiến,316,48
372,Thành Công,259,11
373,Phường 1,638,58
374,Hiệp Thành,596,22
375,Cầu Đất,411,3
376,Minh Khai,270,3
377,Sài Đồng,337,11
378,Tản Lĩnh,19,11
379,Đông Hương,574,16
380,Kỳ Trinh,315,45
381,Trương Quang Trọng,523,13
382,Giàng Tả Chải - Tả Van,503,21
383,Đông Thọ,574,16
384,Lê Lợi,667,7
385,Phạm Hùng,134,15
386,Ngọc Thanh,460,39
387,Phường 9,61,33
388,Thống Nhất,72,40
389,Tân Bình,243,23
390,Nghi Thuận,402,7
391,Quang Trung,270,3
392,Vân Giang,420,60
393,Thanh Khê,575,50
394,Thị trấn Cô Tô,133,10
395,Nghi Thu,142,7
396,Đt 2,299,48
397,Bình Hưng,244,23
398,Phú Dương,451,1
399,Phương Mai,259,11
400,Dịch Vọng,101,11
401,Khương Trung,582,11
402,Hàng Đào,259,11
403,Quang Trung,259,11
404,An Cựu,275,1
405,Phường 9,443,33
406,Hưng Trạch,66,12
407,Phường 1,483,33
408,Phúc Tân,259,11
409,Hữu Nghị,253,48
410,Nại Hiên Đông,524,50
411,Định Hòa,596,22
412,Krông Na,70,40
413,Xuân Phổ,403,45
414,Quảng Cư,505,16
415,Hòa Ninh,255,50
416,Hương Lộ 21,440,58
417,An Hội,424,38
418,Hòa Khánh Bắc,336,50
419,Nguyễn Thị Minh Khai,134,15
420,Vĩnh Ninh,596,22
421,Đa Kao,479,33
422,Liên Bảo,680,39
423,Xuân Đám,89,3
424,Chợ Dừa,259,11
425,Tân Định,479,33
426,Lê Văn Việt,134,15
427,Tả Phìn,503,21
428,Phường 4,481,33
429,Nà Phòn,355,48
430,Chiến Khu Minh Đạm,173,15
431,Phúc Xá,259,11
432,Phường 11,155,20
433,Nghĩa Tân,101,11
434,Phường 3,23,18
435,Đông Vệ,574,16
436,Phường 5,481,33
437,Unnamed,245,23
438,Trung Sơn Trầm,521,11
439,Kỳ Thịnh,315,45
440,Thị trấn Bắc Hà,36,21
441,Tứ Minh,239,34
442,Phường 1,186,44
443,Cẩm Phúc,97,45
444,Unnamed,516,24
445,Thanh Bình,177,57
446,Quan Hoa,101,11
447,Hà Lĩnh,232,16
448,Chương Dương,259,11
449,Đồng Mỹ,192,12
450,Cửa Việt,218,44
451,Hiệp Bình Phước,597,33
452,Tiền Phong,476,10
453,Vĩnh Phước,414,43
454,Thị trấn Vĩnh Tường,679,39
455,Pháo Đài,230,2
456,Thanh Xuân,508,11
457,Tỉnh Lộ 12b,299,48
458,Unnamed,446,2
459,Vĩnh Phúc,259,11
460,Thị trấn Cái Rồng,660,10
461,Nghĩa Đô,259,11
462,Cẩm Thanh,269,28
463,Thị trấn Thịnh Long,241,61
464,Ninh Ích,423,43
465,Thị trấn Quang Minh,65,39
466,Cầu Kho,479,33
467,Duyên Hải,327,21
468,Cổ Đông,564,11
469,Thủy Biều,275,1
470,Tân Hà,642,53
471,Đông Khê,411,3
472,Gành Dầu,446,2
473,Định Công,260,11
474,Giáp Bát,260,11
475,Bình Hưng,52,33
476,Phường 8,61,33
477,Phường 5,226,33
478,Trần Hưng Đạo,446,2
479,Vĩnh Trại,326,27
480,Phường 5,638,58
481,Xuân Khánh,424,38
482,Thị trấn Chúc Sơn,131,11
483,Thị trấn Lao Bảo,283,44
484,Trại Cau,334,3
485,Mỹ Thạnh An,49,14
486,Lái Thiêu,599,22
487,Mân Thái,524,50
488,Hùng Vương,270,3
489,Điện Biên,259,11
490,Thanh Nhàn,259,11
491,Ngọc Hiệp,414,43
492,Thới Bình,424,38
493,Phường 7,443,33
494,Thuận Thành,275,1
495,Kiêu Kỵ,211,11
496,Long Hòa,98,31
497,Vân Hòa,19,11
498,Nguyễn Văn Linh,134,15
499,Tân Phong,322,62
500,Lê Duẩn,134,15
501,Cát Linh,259,11
502,Triệu Thành,629,44
503,Bình Chuẩn,42,22
504,Thụy Khuê,259,11
505,Thị trấn Phú Lộc,441,1
506,Sapa Quậnlao Cai Province,6,5
507,Phường 2,29,20
508,Mỹ Thạnh,344,6
509,Phường 1,440,58
510,Chu Van Anhue,275,1
511,Thống Nhất,306,56
512,Nghĩa Đô,101,11
513,Phú Thượng,557,11
514,Bui Thi Xuan St Quận 1ho Chi Minh City,138,33
515,Cổ Nhuế 1,394,11
516,Phường 4,686,15
517,Tran Phuhai Chauda Nang City,238,50
518,Phú Hội,667,7
519,Hùng Vương,275,1
520,Hiệp Bình Chánh,597,33
521,Phường 1,61,33
522,Tây Thạnh,545,33
523,Phan Bội Châuđà Lạt,155,20
524,Máy Tơ,270,3
525,Gia Thụy,337,11
526,Unnamed,134,15
527,Trường An,275,1
528,Nguyen Van Cuhue,275,1
529,Hang Hanh Str Hoan Kiem Dist Hanoi,259,11
530,Nha Trangkhanh Khoa,414,43
531,Trung Liệt,259,11
532,Nguyễn Thị Minh Khai,479,33
533,Bưởi,557,11
534,Tân Phong,74,42
535,Pham Van Dongda Nang,524,50
536,Phường 8,638,58
537,Đống Đa,494,5
538,Ly Tu Trong St Dist 1ho Chi Minh City,138,33
539,Quan Hoa,259,11
540,Phường 6,226,33
541,Hoàng Văn Thụ,260,11
542,Phường 25,63,33
543,Diên Hồng,466,4
544,Hà Nội,259,11
545,Linh Đông,597,33
546,Nguyen Huu Huan Old Quarterhoan Kiem Quậnhanoi,259,11
547,An Phú,480,33
548,Thanh Xương,175,57
549,Sở Dầu,270,3
550,Hoang Dieu Sapa Townlao Cai Province,174,28
551,Doan Tran Nghiep St,259,11
552,Phường 15,483,33
553,An Phú Đông,490,33
554,Hưng Phú,78,38
555,Yên Hoà,101,11
556,Phú Hội,382,42
557,Phường 12,484,33
558,Cát Dài,334,3
559,Nghĩa Đô,15,11
560,Nguyen Tat Thanh Hoi An Town,269,28
561,Trần Quang Khải,275,1
562,Hàng Bè,259,11
563,Nguyễn Văn Linh,173,15
564,Tran Quoc Toan Hoi An Cityquang Nam Province,269,28
565,Phường 2,443,33
566,Phường 3,226,33
567,Phước Vĩnh,275,1
568,Phú Điền,544,32
569,Chợ Dừa,198,11
570,Vĩnh Mỹ,104,6
571,Minh Châu,660,10
572,Cam Lập,81,43
573,Pham Ngu Lao Hue City,275,1
574,Nguyen Thien Thuat Nhatrang,414,43
575,Nha Trang,414,43
576,Muong Hoalao Cai Provincesapa,503,21
577,Huế,275,1
578,Hội Thương,466,4
579,Phường 3,481,33
580,Văn Chương,259,11
581,Phường 5,489,33
582,Hòa Khánh,76,42
583,Nguyen Van Hà Nội,227,11
584,Gia Luận,89,3
585,Yên Phụ,15,11
586,Phan Thiết,244,23
587,Phường 4,486,33
588,Phường 2,488,33
589,Ngô Thì Nhậm,259,11
591,Nam Ngạn,574,16
592,Biet Thunha Trang,480,33
593,Le Hong Ngho-chi-minh-stadt,138,33
594,Phong Hiền,434,1
595,Nguyễn Cư Trinh,483,33
596,N Tra - Dien Ngoc Coastal Hoa Hai Wardngu Hanh N Quậndanang,238,50
597,No 15 Hang Hanh Hoan Kiem Quậnhanoi,259,11
598,Phú Thọ Hoà,545,33
599,Đạo Thạnh,382,42
600,Vũng Tàu - Côn Đảo,686,15
601,Bắc Hà,231,45
602,Hoàng Liệt,260,11
603,Cẩm Lệ,238,50
604,Khâm Thiên,259,11
605,Phường 3,483,33
606,Thị trấn Đăk Hà,165,56
607,Mai Đình,508,11
608,Sangkat Prey Thum,367,13
609,Mỹ Khánh,435,38
610,Phương Liên,259,11
611,Tam Tiến,429,28
612,Đại Đình,159,55
613,Vĩnh Ninh,239,34
614,Bạch Đằng,259,11
615,Tân Kiểng,485,33
616,Tân Quý,545,33
617,Phường 2,483,33
618,Hồng Hải,235,10
619,Phường 13,482,33
620,Yết Kiêu,235,10
621,Gung Ré,144,20
622,Giang Điền,624,32
623,Phường 12,482,33
624,Unnamed,367,13
625,Phường 17,226,33
626,Samraong,367,13
627,Vũ Ninh,39,26
628,An Bình,339,37
629,An Đông,275,1
630,Yên Thái,259,11
631,P Lào Cai,327,21
632,Hòa Thắng,34,23
633,Bồng Sơn,258,5
634,Cổ Đông,521,11
635,Sangkat Kaeb,367,13
636,Nam Thành,420,60
637,Thị trấn Thanh Thủy,580,49
638,Cẩm Hà,269,28
639,Phường 5,52,33
640,Chánh Phú Hòa,46,22
641,Bình Thuận,485,33
642,Phường 11,226,33
643,Nghĩa Tân,394,11
644,Phú Hội,278,8
645,Võ Cường,39,26
646,Việt Hòa,239,34
647,Chợ Dừa,330,20
648,Thanh Bình,239,34
649,Unnamed,230,2
650,Phường 13,488,33
651,Bình Mỹ,138,33
652,An Nghiệp,424,38
653,Trung Hoà,582,11
654,An Khánh,108,14
655,Phú Thượng,451,1
656,Thị trấn Diêu Trì,640,5
657,Vĩnh Lạc,501,2
658,Unnamed,705,7
659,Vĩnh Ngọc,414,43
660,Tổ 22 Khu Phố7,490,33
661,Tân Chánh Hiệp,490,33
662,Phan Đình Phùng,567,55
663,Đông Hòa Hiệp,76,42
664,Thị trấn Mỏ Cày,365,14
665,Trường Thạnh,487,33
666,Thông Nguyên,263,25
667,Thị trấn Cần Đước,98,31
668,An Bình,424,38
669,Phường 15,61,33
670,Vạn Thắng,414,43
671,Bavet,367,13
672,Phú Thứ,78,38
673,Thân Đức Luận,35,24
674,Tân Thạch,108,14
675,Hồng Hà,235,10
676,Kim Mã,259,11
677,Thị trấn Phố Châu,280,45
678,Phường 14,63,33
679,Phường 9,226,33
680,Hàm Ninh,446,2
682,Bửu Hòa,50,32
683,National 2,367,13
684,Hướng Đạo,526,39
685,Sangkat Romonea,367,13
686,Phú Hội,63,33
687,Hòa Thuận,530,28
688,Phường 11,483,33
689,Đạ Nhim,319,20
690,Nhơn Phú,494,5
691,Phường 14,481,33
692,Bình Trị Đông B,61,33
693,Thị trấn Ma Đa Gui,156,20
694,Phường 8,226,33
696,Sangkat Kh Dom,367,13
697,Vũ Văn Dũng,239,34
698,Mỹ Đình 1,394,11
699,Lộc Ninh,192,12
700,Ba Láng,78,38
701,Phường 8,481,33
702,Phường 7,489,33
703,Phú Hòa,596,22
704,Tân Tạo,61,33
705,Tân Hưng Thuận,490,33
706,Phường 12,63,33
707,Tân Thuận,245,23
708,Trung Kiên,593,38
709,Nhơn Thạnh,49,14
710,Phong Phú,52,33
711,Phường 3,61,33
712,Đằng Giang,411,3
713,Phường 8,483,33
714,Phú Thuận,485,33
715,Phường 6,489,33
716,An Mỹ,530,28
717,Phú Khương,49,14
718,Đồng Phú,339,37
719,Bảo Yên,580,49
720,Ngọc Lâm,337,11
721,Phú Hội,20,15
722,Lộc An,684,61
723,An Biên,334,3
724,Phường 7,488,33
725,Nghi Yên,402,7
726,Phường 2,86,47
727,Đông Thành,420,60
728,Phường 1,486,33
729,Hương Hà,282,1
730,Trà An,64,38
731,Tân Quy,485,33
732,Kim Chung,184,11
733,Bãi Thơm,446,2
734,An Phước,343,32
735,Phú Túc,108,14
736,Bình Phú,74,42
737,Ngọc Hà,259,11
738,Dịch Vọng Hậu,394,11
739,Gia Trấn,214,60
740,Phường 14,61,33
741,Phường 3,443,33
742,Vĩnh Lộc B,52,33
743,Ngô Mây,494,5
744,Thị trấn An Thới,446,2
745,Đằng Lâm,237,3
746,Phường 11,481,33
747,Phú Hội,673,37
748,Mai Hịch,355,48
749,Phước Vĩnh,567,55
750,Thường Thạnh,78,38
751,Tân Thuận Tây,485,33
752,An Hòa,501,2
753,Cai Lậy,74,42
754,Thuận Giao,599,22
755,Đông Ngàn,645,26
756,Thị trấn Khe Sanh,283,44
757,Bạch Mai,259,11
759,Phong Xuân,434,1
760,Phường 11,484,33
761,P Dĩ An,145,22
762,Tân Hiệp,50,32
763,Phú Hội,638,58
764,Tân Tiến,3,3
765,Vĩnh Thanh Vân,501,2
767,Phú Mỹ,549,15
768,Bồ Đề,337,11
769,Sơn Đông,521,11
770,Phường 4,86,47
771,Loan Mỹ,525,37
772,Phước Kiển,415,33
773,Phước Hòa,414,43
774,Tân Dương,604,3
775,Bù Gia Mập,69,35
776,Phường 7,483,33
777,Tỉnh Lộ 354,609,3
778,Châu Phú B,9,6
779,Võng La,184,11
780,Hòa Bắc,255,50
781,Trường Yên,250,60
782,Thị trấn Thiên Tôn,250,60
783,Thống Nhất,50,32
784,Phường 3,63,33
785,Phường 15,488,33
786,Mỹ Thạnh,220,14
787,Thịnh Quang,259,11
788,An Hòa,424,38
789,Phường 6,61,33
790,Nguyệt Hóa,116,46
791,Ninh Nhất,420,60
792,Ninh Phong,420,60
793,Minh Quang,19,11
794,Phương Sài,414,43
795,Hoàng Văn Thụ,326,27
796,Thanh Xuân Trung,582,11
797,An Thới,64,38
798,Hiệp Thành,490,33
799,Phường 19,63,33
800,Nguyễn Tất Thành,638,58
801,Phường 26,63,33
802,Phường 2,49,14
803,Bến Thủy,667,7
804,Ngô Gia Tự,35,24
805,Tam Đại,444,28
806,An Thạnh,599,22
807,Hưng Phúc,667,7
808,Nguyễn Huệ,463,35
809,Bông Trang,690,15
810,Trần Hưng Đạo,494,5
811,Nam Cát Tiên,206,20
812,Hạ Đình,582,11
813,Trần Hưng Đạo,523,13
814,Thị trấn Tân Phú,544,32
815,Phước Hòa,530,28
816,Ninh Xuân,250,60
817,Hồ Xuân Hương,412,50
818,Vỹ Dạ,451,1
819,Tương Bình Hiệp,596,22
820,Phường 14,483,33
821,Thanh Sơn,432,17
822,Nhật Tân,557,11
823,Bạch Đằng,609,3
824,Phường 2,509,52
825,Yên Bài,19,11
826,Tấn Tài,432,17
827,Phường 10,686,15
828,Phường 3,484,33
829,Phường 2,486,33
830,Lộc An,173,15
831,Nguyễn An Ninh,134,15
832,Phường 3,558,30
833,Bản Khoang,503,21
834,Trà Nóc,64,38
835,Lộc Tiến,29,20
836,Trần Hưng Đạo,235,10
837,Phú Hội,155,20
838,Mỹ Phước,46,22
839,Ngọc Thụy,337,11
840,P Long Biên,337,11
841,Phường 1,662,51
842,Trung Chải,503,21
843,Nậm Cang,503,21
844,Vĩnh Tuy,259,11
845,Phường 7,226,33
846,Quang Trung,567,55
847,Tân Thông Hội,138,33
848,Tây Tựu,394,11
849,Hội Phú,466,4
850,Phường 10,382,42
851,Phường 2,534,31
852,Phường 27,63,33
853,Kinh Dinh,432,17
854,Nguyễn Huệ,134,15
855,Tân Thanh,177,57
856,Phan Bội Châu,270,3
857,An Xuân,530,28
858,Thới Sơn,115,42
859,Phường 11,63,33
860,Phường 24,63,33
861,Quốc Lộ 50,382,42
862,Đề Thám,565,59
863,Na Hối,36,21
864,Sơn Kỳ,545,33
865,Ngọc Trạo,574,16
866,Viettel,564,11
867,Vĩnh Ninh,433,23
868,Thanh Hải,244,23
869,Long Bình Tân,50,32
870,Pạc Kha,36,21
871,Thạnh Mỹ Lợi,480,33
872,Hợp Giang,84,19
873,Đông Hưng Thuận,490,33
874,Lê Văn Lương,134,15
875,Đông Hòa,145,22
876,Tân Biên,50,32
877,Phường 6,482,33
878,Hiệp Tân,545,33
879,Phường Bình Hưng Hòa A,61,33
880,Hoa Lư,466,4
881,Hương Long,275,1
882,Nam Mẫu,13,9
883,Lê Hồng Phong,420,60
884,Ngô Quyền,388,61
885,Tân Sơn Nhì,545,33
886,Chợ Lách,123,14
887,Cao Xanh,235,10
888,Đông Thạnh,266,33
889,Phường 5,49,14
890,Đông Lễ,186,44
891,Phú Hậu,275,1
892,Phường 2,23,18
893,Nghi Hải,142,7
894,Quyết Thắng,520,29
895,Trung Tự,259,11
896,Phước Bửu,690,15
897,Mỹ Hoà,59,37
898,Hoàng Sa,484,33
899,Phường 16,226,33
900,Tích Sơn,680,39
901,Bình Minh,624,32
902,Đồng Tuyển,36,21
903,Bạch Đằng,480,33
904,Vinh Tân,667,7
905,Tịnh Khê,523,13
906,Đ Phạm Văn Đồng,486,33
907,Kim Sơn,191,10
908,Phường 7,620,46
909,Trung Lập Thượng,138,33
910,Mường Hoa,486,33
911,Phường Bạch Đằng,486,33
912,Phường 16,489,33
913,Vĩnh Hiệp,414,43
914,Thới Sơn,382,42
915,Láng Hạ,330,20
916,Hoà Thạnh,545,33
917,Đồng Quang,567,55
918,B 30 Tháng 4,482,33
919,Tam Quan Bắc,258,5
920,Kinh Bắc,39,26
921,Lê Hồng Phòng,486,33
922,Vĩnh Phú,143,22
923,Minh Tân,692,63
924,Mai Dịch,101,11
925,Hưng Phước 2,480,33
926,Trà Cổ,366,10
927,Phân Khu 7,486,33
928,Hoàng Văn Thụ,567,55
929,Hòa Xá,650,11
930,Tân Quang,642,53
931,Xuân Khanh,521,11
932,Hải Tân,239,34
933,Thanh Nhut Village,269,28
934,Đồng Trạch,66,12
935,Bình Chánh,60,13
936,Quang Vinh,50,32
937,Phường 7,73,41
938,Nghĩa Trung,213,54
939,Phú Hội,574,16
940,Diễn Thành,147,7
941,Quảng Trường 3/2,480,33
942,Phường 3,673,37
943,Long Thới,123,14
944,Tân Hưng,485,33
945,Đông Lương,629,44
946,Đạ Mbri,29,20
947,Hòa Minh,336,50
948,Phường 1,114,30
949,Nam Đồng,198,11
950,Trần Phú,366,10
951,Km 11 Phía Bắc Bán Đảo Cam Ranh,484,33
952,Xuân Sơn,521,11
953,Tân Phước,549,15
954,Thị trấn Khánh Hải,432,17
955,Ninh Vân,414,43
